1,"321101",0.00000
12,"321331",1.00000
12,"331331",0.00000
10,"331321",0.00000
1,"321101",1.00000
1,"101101",0.00000
1,"101101",0.00000
1,"101101",0.00000
1,"000101",0.00000
38,"432532",0.00000
38,"532532",0.00000
37,"532531",0.00000
20,"531421",0.00000
10,"421321",0.00000
21,"431422",1.00000
21,"422422",0.00000
20,"422421",0.00000
37,"421531",1.00000
23,"531431",0.00000
10,"431321",0.00000
5,"321230",0.00000
5,"230230",0.00000
4,"230220",0.00000
24,"431432",1.00000
24,"432432",0.00000
21,"432422",0.00000
24,"422432",0.00000
20,"432421",0.00000
20,"421421",0.00000
27,"442442",0.00000
26,"442441",0.00000
23,"441431",0.00000
4,"220220",0.00000
8,"220311",0.00000
1,"311101",0.00000
1,"101101",0.00000
1,"101101",0.00000
1,"101101",0.00000
10,"000321",0.00000
23,"321431",1.00000
23,"431431",0.00000
8,"431311",0.00000
20,"220421",1.00000
20,"421421",1.00000
20,"421421",1.00000
23,"421431",1.00000
24,"431432",1.00000
23,"432431",0.00000
10,"431321",1.00000
12,"321331",1.00000
10,"331321",0.00000
4,"321220",0.00000
4,"220220",0.00000
23,"331431",0.00000
12,"431331",0.00000
12,"331331",0.00000
10,"331321",0.00000
10,"321321",0.00000
10,"321321",0.00000
10,"321321",0.00000
10,"321321",0.00000
4,"321220",0.00000
4,"220220",0.00000
12,"431331",0.00000
12,"331331",0.00000
12,"331331",0.00000
4,"331220",0.00000
10,"220321",0.00000
10,"321321",0.00000
4,"321220",0.00000
4,"220220",0.00000
4,"220220",0.00000
4,"220220",0.00000
4,"220220",0.00000
8,"000311",0.00000
8,"311311",0.00000
8,"311311",0.00000
10,"311321",0.00000
8,"321311",0.00000
8,"311311",0.00000
10,"311321",0.00000
8,"321311",0.00000
1,"311101",0.00000
1,"101101",0.00000
1,"000101",0.00000
0,"101000",1.00000
0,"000000",1.00000
20,"321421",0.00000
10,"421321",0.00000
11,"321322",0.00000
9,"322312",0.00000
8,"312311",0.00000
10,"311321",0.00000
10,"321321",0.00000
1,"321101",0.00000
0,"101000",0.00000
12,"000331",0.00000
4,"220220",0.00000
4,"220220",1.00000
3,"220210",0.00000
8,"210311",0.00000
8,"311311",0.00000
23,"311431",0.00000
23,"431431",1.00000
10,"431321",0.00000
10,"321321",1.00000
1,"321101",0.00000
21,"230422",1.00000
24,"422432",0.00000
44,"432552",0.00000
37,"552531",1.00000
43,"531551",1.00000
44,"551552",0.00000
58,"552652",1.00000
44,"652552",1.00000
52,"552632",0.00000
44,"632552",1.00000
58,"552652",1.00000
23,"311431",0.00000
23,"431431",0.00000
20,"431421",0.00000
20,"421421",0.00000
20,"421421",0.00000
20,"421421",0.00000
8,"421311",1.00000
1,"311101",0.00000
1,"101101",0.00000
34,"421521",0.00000
37,"521531",0.00000
34,"531521",0.00000
34,"521521",1.00000
3,"521210",0.00000
3,"210210",0.00000
1,"210101",1.00000
0,"101000",0.00000
23,"000431",1.00000
8,"101311",0.00000
8,"311311",0.00000
0,"311000",0.00000
43,"351551",1.00000
45,"551553",1.00000
44,"553552",1.00000
45,"552553",1.00000
45,"553553",1.00000
31,"553453",0.00000
45,"453553",1.00000
30,"553452",1.00000
30,"452452",1.00000
31,"452453",0.00000
30,"453452",0.00000
20,"101421",1.00000
21,"421422",1.00000
38,"422532",0.00000
38,"532532",0.00000
58,"532652",1.00000
58,"652652",1.00000
58,"652652",1.00000
38,"652532",0.00000
37,"532531",1.00000
29,"432451",0.00000
38,"451532",0.00000
38,"532532",0.00000
58,"532652",0.00000
55,"652642",0.00000
52,"642632",0.00000
52,"632632",1.00000
12,"632331",0.00000
12,"331331",0.00000
23,"331431",0.00000
3,"321210",0.00000
20,"210421",0.00000
1,"000101",1.00000
20,"101421",1.00000
38,"421532",0.00000
38,"532532",0.00000
38,"532532",0.00000
37,"532531",0.00000
37,"531531",0.00000
12,"531331",0.00000
23,"431431",0.00000
40,"431541",0.00000
41,"541542",0.00000
40,"542541",0.00000
40,"541541",0.00000
41,"541542",0.00000
30,"542452",0.00000
23,"452431",0.00000
29,"431451",0.00000
23,"451431",0.00000
0,"000000",0.00000
1,"000101",0.00000
0,"101000",0.00000
0,"000000",0.00000
24,"431432",0.00000
24,"432432",0.00000
44,"432552",0.00000
44,"552552",0.00000
43,"552551",0.00000
43,"551551",0.00000
40,"551541",1.00000
43,"541551",1.00000
