,Date,NOAA No,Location,Lo,Area,Zpc,LL,NN,Mag,N_Bflare,N_Cflare,N_Mflare,N_Xflare
0,2009-01-01,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-02,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-03,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-04,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-05,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-06,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-07,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-08,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-09,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-10,1010,N18E33,19.0,20.0,Bxo,3.0,4.0,Beta,1.0,0.0,0.0,0.0
0,2009-01-11,1010,N20E19,20.0,30.0,Dso,5.0,7.0,Beta,2.0,0.0,0.0,0.0
0,2009-01-12,1010,N18E05,21.0,50.0,Bxo,6.0,10.0,Beta,0.0,0.0,0.0,0.0
0,2009-01-13,1010,N19W08,21.0,10.0,Axx,1.0,2.0,Alpha,0.0,0.0,0.0,0.0
0,2009-01-14,1010,N18W20,19.0,10.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2009-01-15,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-16,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-17,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-18,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-19,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-20,1011,S12W25,305.0,10.0,Bxo,3.0,3.0,Beta,0.0,0.0,0.0,0.0
0,2009-01-21,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-22,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-23,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-24,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-25,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-26,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-27,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-28,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-29,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-30,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-01-31,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-02-01,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-02-02,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-02-03,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-02-04,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-02-05,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-02-06,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-02-07,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-02-08,None,,,,,,,,0.0,0.0,0.0,0.0
0,2009-02-09,None,,,,,,,,0.0,0.0,0.0,0.0
